4.6774,4.8504,4.9941,4.9881
4.0624,5.6985,4.4553,4.2647
4.9393,5.9112,5.2336,4.8821
4.9302,6.0588,4.9802,4.5658
5.3737,5.0111,5.7248,5.0786
4.9155,5.5867,4.7818,5.0047
4.6677,5.1445,4.96,4.5921
5.1644,5.199,4.8706,5.2959
5.1625,5.347,4.9932,4.9019
5.5179,4.6075,4.4539,5.1227
5.499,5.0434,5.6206,5.1435
4.9057,5.9894,5.5568,5.4399
3.9257,4.6173,4.917,4.8886
5.2108,5.4407,5.5168,5.2058
5.0403,5.3852,4.4546,5.9202
4.5497,5.2172,5.6726,5.381
4.6102,4.8382,4.8548,4.6268
4.9897,5.4707,4.8138,4.6869
4.8892,4.8912,4.7921,4.7566
4.4489,4.8258,4.3664,4.7481
3.3991,4.765,5.584,5.3972
5.3582,5.6031,5.4581,3.9379
4.7755,5.0895,5.0525,5.4159
4.8622,4.8634,5.8457,6.3462
3.871,5.0884,4.389,4.8161
4.686,5.4298,4.9377,4.4796
5.0754,5.3173,5.2757,4.7487
4.5874,4.6964,5.0014,4.9338
5.4306,5.0666,5.5332,5.7827
4.9419,4.7899,5.0917,5.0998
5.0218,4.6948,5.4984,5.6539
5.2091,3.9069,4.8749,5.6433
4.7069,4.8473,4.2172,4.9117
5.0029,4.7993,5.0865,4.5627
6.0869,5.1277,4.4292,5.1429
4.7055,4.7262,3.7471,5.5477
5.4474,4.2196,4.9365,5.2146
5.0307,5.0956,5.8767,5.0756
5.0959,5.0989,6.0133,5.178
4.4552,4.6942,5.4362,4.8439
4.8534,4.6573,4.7944,4.5853
5.3087,5.6688,5.1441,5.1581
5.843,5.2581,4.6943,5.2014
4.952,3.91,4.895,4.9868
5.8777,4.896,4.9341,4.3304
5.3773,5.3318,5.1186,3.6017
4.9291,5.1459,5.3128,4.6951
5.6713,5.1477,4.6897,4.6917
4.1193,4.8378,4.9775,4.9435
5.1184,5.2898,5.0525,4.9205
5.9705,5.5705,5.4105,3.8477
4.6309,5.0272,5.0233,4.8237
4.2105,4.7914,5.1752,4.587
5.8529,4.5413,4.9612,5.6518
4.9973,5.7767,4.7055,5.8152
4.7251,5.6571,4.586,5.114
5.7263,4.6224,4.3162,3.865
4.9251,4.4814,4.6572,5.3448
5.3008,4.6313,5.0462,4.7591
4.7017,4.9707,5.4614,4.9546
5.2997,5.6086,5.6638,5.1652
4.5035,4.7383,4.4932,4.3212
4.9693,5.1067,5.1392,5.6561
4.705,4.8688,5.5884,4.7546
4.8894,4.5473,4.8319,4.0307
5.5549,4.456,5.202,4.8998
5.7217,5.1015,5.973,6.0462
4.9,3.8018,5.5339,5.3981
5.5707,4.1678,5.6214,4.5625
4.6101,5.1587,4.7697,5.0018
4.9904,4.5962,4.4621,4.7761
5.153,5.1185,4.6146,5.6177
6.1998,4.671,5.1409,5.1653
4.5219,4.9295,5.6248,5.2397
4.334,4.3666,6.1835,5.4258
4.1509,4.7849,4.7019,4.643
4.7399,5.3496,3.8462,3.7956
4.9092,5.1912,4.4335,5.0272
3.9931,4.5516,4.9961,5.428
4.6589,4.8702,4.8934,5.1365
4.9187,4.9855,4.8019,4.6972
4.9162,4.6926,4.4434,4.9747
5.4346,5.3641,4.5495,5.3493
5.1171,4.5414,5.809,4.732
5.0654,5.3386,4.1095,5.573
4.8429,5.0642,5.1041,4.9306
5.0513,4.9233,4.969,4.795
4.3456,4.8685,4.8817,4.8983
4.2068,4.7604,4.185,5.6021
4.9415,5.3347,5.2397,5.6516
4.9686,5.2897,5.5365,4.3944
5.3969,4.9196,5.279,4.9391
4.7546,4.6362,4.2154,4.6712
5.6546,4.5126,4.9737,5.0585
5.263,4.8334,4.3849,5.7468
4.8087,5.543,4.7533,5.2893
4.4065,6.0891,5.5473,4.9624
5.0125,5.3107,3.8949,4.9906
4.8356,4.5146,4.6643,5.1232
5.1058,5.0513,4.8044,4.0363
5.547,5.2298,5.538,4.5773
4.9217,5.7382,5.613,5.2475
6.0828,5.5444,5.3482,5.5884
4.6904,4.7295,4.9728,4.6009
5.8298,6.0226,4.7435,5.7181
5.2159,5.6932,4.3715,4.7389
4.6608,5.0397,4.5215,4.4427
5.3852,4.9331,4.5732,4.7265
5.6172,5.9447,5.4463,5.3788
5.1657,4.6948,5.0569,4.6238
5.1498,4.3354,5.371,5.2718
5.3077,5.5717,5.0295,5.7501
4.5392,4.9116,4.6999,4.5169
5.7897,4.4967,4.8107,5.1187
4.4284,4.5367,4.9821,5.3521
4.3538,4.3638,5.9785,4.3986
5.2596,4.0015,4.7103,3.8883
5.8174,4.4192,5.4886,5.9649
4.3799,5.2275,5.3695,5.8127
5.0296,4.0505,5.3099,5.2247
5.1006,5.2507,5.387,5.334
4.8321,4.2864,4.7615,4.733
4.9078,4.9569,5.0985,5.6373
4.4542,4.6448,5.5243,6.0192
5.0832,5.3218,4.7322,4.8815
4.5054,5.9696,4.6528,4.2741
5.2396,5.0911,5.1064,5.9488
4.812,4.9196,4.579,5.7753
4.9827,5.695,4.5738,5.0013
4.726,5.1644,5.4611,5.4493
5.1967,5.0589,5.374,5.2313
5.4937,4.9905,4.5828,5.3917
5.6892,5.3083,5.1433,6.2226
4.5428,5.3717,4.9369,5.347
4.5926,4.608,3.8985,5.3393
4.9615,4.9803,5.2248,5.5958
4.1308,5.7391,5.2239,4.8107
4.588,4.981,5.0094,4.5433
4.0513,6.19,5.5143,4.1274
4.3823,4.6257,4.4511,4.7599
4.6727,4.6292,5.1134,4.069
4.5955,5.2949,4.783,5.724
4.8504,5.3725,5.7069,4.818
5.0778,4.9224,4.8649,5.3029
4.3833,5.2729,4.5755,5.0333
5.5626,5.1429,4.5646,4.7857
4.6276,5.0383,4.8153,5.5167
5.0491,4.6788,5.0848,5.2891
5.1774,5.0814,4.6661,5.4764
5.1634,4.8387,5.1758,4.7778
5.2308,4.4793,5.6132,4.6855
4.9604,4.3959,4.8806,4.9364
5.0769,4.2637,5.2708,5.4326
5.4428,5.8476,5.4792,4.2616
5.066,5.5051,6.0782,4.5959
4.6622,3.996,5.2491,4.4461
5.1304,4.3087,5.6394,4.0448
5.0392,6.0441,4.4806,4.8748
5.2367,5.3164,4.934,5.4316
5.4071,4.1439,5.8535,4.9097
4.4963,5.4189,5.0692,5.5283
5.6573,4.9394,4.9619,4.9805
5.3326,5.0847,5.032,5.8538
5.7534,5.4055,4.718,5.2314
4.3889,5.1013,5.3594,4.6051
4.9127,5.2967,4.7139,5.397
4.0475,4.9897,5.4298,4.9112
4.8085,4.7384,4.3133,4.2985
4.9246,5.031,4.5626,4.844
4.7324,3.8191,5.6152,5.1118
4.9574,5.0009,4.8129,5.882
3.8427,4.7347,3.6615,5.3265
4.6498,4.6928,4.9423,5.6269
4.5788,5.3374,5.0293,5.8341
4.4079,4.8104,4.6275,4.4177
4.8378,4.9456,5.6127,4.0098
4.2543,5.3195,5.3334,4.7847
4.478,5.1214,4.6426,4.3915
5.1082,5.1545,4.8936,5.0759
4.7143,5.022,4.8144,5.6534
4.5753,5.0024,4.7221,4.7336
4.6423,3.7395,5.0464,4.8622
4.8472,4.9503,5.2465,4.6065
4.2147,5.1484,5.1113,5.1497
5.1559,5.1245,5.4817,4.7699
4.8342,5.6292,4.849,4.4303
4.6561,5.4138,6.3498,5.3478
4.7927,4.6188,5.7136,4.7856
5.3223,4.7881,5.2528,4.5518
4.8514,5.6457,4.8517,5.5377
5.059,5.5098,4.3875,5.4731
5.6093,5.0997,4.8748,5.4725
4.4962,4.9712,4.6118,4.6047
4.4685,5.2767,5.1779,5.0424
5.8756,5.5685,4.4315,5.1572
5.4736,5.3666,5.4765,4.9317
4.9579,5.2054,4.7723,4.8117
5.274,5.8054,5.6849,5.6441
5.2186,5.2965,5.8075,4.5542
4.4216,5.4639,4.9017,5.5334
4.807,3.912,5.6216,4.8051
4.8287,5.4003,4.4087,4.7761
5.525,4.8978,5.0033,5.5295
5.1694,4.9245,4.6017,5.3974
4.4089,4.8712,4.6379,4.5829
5.5804,5.2911,4.5004,4.8964
4.9927,5.6483,5.1225,5.366
6.1328,4.1648,5.1271,4.9762
5.258,5.4788,5.1787,5.6264
4.6724,5.2387,5.1752,4.8468
4.5355,5.2366,4.4857,5.1413
4.6628,4.8629,5.3621,6.0212
4.9772,4.5473,5.2838,4.5644
3.9932,5.2693,4.9021,5.4744
5.192,5.0046,4.2257,4.8487
4.4791,5.2441,4.146,4.8654
5.154,5.0569,5.3443,4.0534
5.3982,5.3324,3.8385,4.8894
6.0932,5.4133,4.8263,4.5081
3.9351,5.3838,5.0831,5.1656
4.7172,4.2552,4.8279,4.6796
4.6676,5.0747,5.1461,5.3952
4.7495,5.257,5.3785,5.3605
4.596,4.9389,5.5524,5.1188
4.5878,5.2015,4.96,4.2979
5.1272,5.2902,5.0686,6.0518
5.0797,5.4154,5.1313,4.8768
4.7452,5.1584,4.8773,5.0487
4.6339,4.9977,4.5541,4.7833
4.6134,5.8492,4.9467,5.4353
5.3938,5.1439,4.6064,5.3567
5.5701,4.9362,5.0665,5.4327
4.0979,4.724,4.3168,4.928
5.427,4.7619,5.2202,5.363
5.579,5.2934,5.7472,4.6392
4.9468,5.7555,5.1212,4.6651
5.4302,5.1748,5.0357,4.5325
4.7603,5.0507,4.5686,5.0546
5.4913,4.88,5.1008,3.7161
4.0681,5.3633,5.3611,4.0572
5.8494,4.5782,4.6205,5.0847
4.6696,4.7826,5.5197,5.444
4.52,5.1045,4.6833,4.2006
4.4796,5.221,4.8029,5.8651
5.2204,4.9361,4.106,5.3016
4.9164,4.9037,5.2761,5.4578
4.7477,5.142,5.7541,6.2196
4.857,5.1606,5.4242,5.1632
5.4958,5.6275,4.9181,5.1888
4.9053,4.4902,4.618,5.026
5.4522,4.7703,4.853,3.9515
4.9141,4.8265,5.7179,4.367
5.0957,4.9892,4.5377,3.9246
4.7402,5.7666,5.2206,5.615
4.7262,4.5545,4.8501,5.4288
3.6875,5.5387,4.1324,4.9585
4.9238,4.9136,4.5,5.2724
5.3703,3.9171,4.6828,4.5592
6.1184,4.7733,5.5954,4.844
4.6556,6.2872,4.3629,4.3
5.0654,5.2253,5.6443,5.7908
5.6764,4.451,4.9855,5.1214
4.9083,5.2385,4.4119,5.2581
5.0713,4.449,5.2686,4.6375
4.2136,4.9657,5.2388,4.6552
5.2556,4.9979,5.5103,5.6267
5.0261,4.7867,4.8533,4.6552
5.1666,5.2001,4.4352,5.5459
4.6895,4.8223,4.4315,5.002
5.5381,4.7196,4.8324,4.4272
4.5578,3.95,5.08,6.1465
4.6091,4.8839,4.7422,5.7111
5.6435,3.4883,4.8803,5.6028
6.0636,5.5404,5.4149,4.3881
4.7148,4.774,5.5745,4.1967
5.4299,5.2861,5.4434,4.2349
5.7076,5.244,4.6777,6.1293
5.0955,4.8931,5.5756,4.86
4.928,4.3859,4.0941,5.5071
4.468,5.5736,4.6519,5.1941
4.3046,5.1468,5.2661,5.2838
4.477,4.3438,5.3056,4.9424
4.8761,4.4592,5.1514,5.0823
5.7935,4.4194,5.4787,4.7092
4.6355,5.3566,6.0953,3.6378
4.4761,5.5235,5.3041,4.6464
4.702,5.4694,4.8947,4.8993
5.0074,5.1123,4.7669,5.5678
5.4481,4.5438,5.2331,5.0791
5.0051,4.4308,5.1355,5.2171
5.1131,5.095,5.2535,4.1738
5.7104,5.2049,4.6873,5.5643
4.5572,4.5525,4.9597,4.8204
5.0772,4.8021,4.6231,4.704
5.4468,5.7661,4.9962,4.8956
5.5831,5.5929,5.6367,6.4267
5.2322,4.7588,5.1467,4.2329
4.8719,5.2585,5.6963,5.68
4.6674,4.8343,4.787,5.3689
5.3532,4.5407,4.844,4.4505
3.8882,4.8772,5.757,4.535
5.6473,5.458,4.6276,4.9141
4.3456,5.035,5.2358,5.2464
4.9718,4.6697,4.9818,4.7269
4.7265,4.298,4.7077,4.9597
4.5344,4.2196,5.7999,5.6593
5.272,5.8073,4.7335,5.3244
4.6362,4.1288,5.2081,5.3348
4.7267,5.4706,4.8093,5.1101
5.8323,5.723,4.7551,5.1243
4.5941,5.2442,4.9729,4.4562
5.3217,5.1044,4.5161,5.079
5.3847,4.6899,5.0069,5.1267
5.3839,5.0326,5.4349,5.1391
5.1439,5.3288,4.3531,5.0861
5.3689,5.4541,4.6828,5.667
4.9238,5.045,5.3121,5.2092
4.5196,5.7383,4.8935,5.3844
5.3922,5.9497,4.9791,4.3036
5.385,4.3233,5.5169,4.4807
4.4057,5.9575,4.5228,5.3052
5.7814,5.0705,4.1802,4.3159
4.7209,4.3616,5.7044,4.8308
4.5782,4.3746,4.7852,4.4445
4.9511,5.1546,5.0997,4.8319
4.2494,5.2386,4.5943,5.4004
4.6381,5.391,4.7126,4.7194
4.5333,4.1751,4.9146,3.8942
4.7694,5.1018,3.9677,4.8139
4.7206,5.3016,4.5009,5.3902
5.1795,3.3267,4.6519,4.5874
4.9842,4.6282,4.6191,4.5542
5.5385,5.9633,4.9255,5.1992
5.7043,4.5795,4.8243,3.3211
5.5532,5.725,4.6918,4.3726
4.7218,4.1987,4.3388,5.3878
5.2667,3.9986,5.2868,5.292
4.9838,4.9961,5.3741,4.8892
4.7363,5.4617,5.0602,4.6771
5.2716,5.4603,3.9964,4.1891
5.248,5.0881,5.4304,3.9829
4.8814,4.5164,4.6188,5.2093
4.5368,4.7687,5.0274,4.9003
4.9916,5.1323,5.6953,4.877
5.202,4.7761,5.0785,5.011
5.487,4.7757,4.3036,5.2447
4.988,4.2321,4.5503,5.7987
5.1384,5.2731,4.1828,4.9288
5.744,4.4497,4.6228,5.3409
4.7975,5.1585,5.1468,4.7363
5.0809,4.6718,4.598,5.2281
5.3721,5.4141,4.7487,5.8882
5.5498,4.5116,5.0067,4.6412
4.4991,4.9379,5.0927,5.3389
4.4085,5.4324,4.9994,4.9913
4.8504,5.5662,5.2536,4.8459
5.1147,5.5351,5.0697,4.7656
4.9461,4.5636,5.1903,5.4833
5.1945,4.6416,5.2251,5.092
5.0221,5.7454,5.2757,4.5641
4.7744,6.1011,4.7704,5.241
5.2982,5.8503,4.7584,4.9499
5.7779,4.2956,4.7981,4.8641
4.8729,5.398,5.6597,5.0571
4.7449,4.5372,5.2584,4.5805
5.1549,4.49,4.9195,5.0694
4.7127,3.994,5.3781,5.2247
4.9626,4.9205,4.8983,4.7184
5.1127,4.7214,5.1371,3.5822
5.4738,5.4522,4.9582,5.5624
4.9386,6.0003,6.288,4.1789
5.0968,5.2593,4.4389,4.3286
4.5885,5.0585,4.5136,4.7465
5.1107,4.1896,4.9491,5.0196
4.9916,5.1946,5.1859,4.9206
4.1505,4.9769,4.1343,4.9239
5.121,4.6388,5.1137,5.2759
5.4215,4.0472,4.7008,4.7492
4.5577,5.2263,4.8109,3.9524
5.8881,4.5834,4.4742,5.3872
5.3897,4.8696,4.591,5.696
5.318,5.1037,4.1459,6.7503
5.0724,4.7392,5.3737,5.5095
4.4719,4.2988,5.5458,4.6046
4.3229,6.043,5.1246,4.6831
4.1047,5.6551,5.5183,5.2102
4.2487,5.0673,5.1462,5.4186
6.5045,4.1776,5.1258,4.3979
4.5749,5.2376,5.2574,5.5775
3.9221,5.6826,4.5309,4.7063
5.1362,4.3957,4.9511,4.688
4.7726,4.9928,5.5771,5.744
5.0657,5.0336,5.1963,3.9411
5.0293,4.7863,5.3423,6.2177
4.758,5.3564,4.9598,4.4609
4.9489,4.4545,5.2481,5.5693
4.5738,4.7924,5.1006,5.0502
4.4976,4.3796,4.584,5.651
4.8623,4.6227,4.5642,4.7056
5.4116,4.533,4.036,4.9729
4.636,5.2911,5.4322,5.7921
4.8756,5.2469,4.8034,4.6067
4.8591,5.2742,4.802,5.2769
4.3814,3.7331,4.9883,4.4896
5.0223,5.2396,5.291,4.206
4.222,4.3931,5.2585,4.8417
5.1758,4.4122,5.3222,4.4728
4.5125,5.3063,4.665,5.9934
5.7915,3.8348,5.277,5.1999
5.2559,4.6584,4.2226,4.7681
5.1308,5.3334,5.5828,5.079
4.6255,4.7315,4.7901,4.7424
4.5681,3.9124,5.2516,5.3759
4.2205,4.6557,4.667,4.706
4.2479,4.6206,5.2806,4.8296
5.3866,4.3095,4.819,4.7304
5.2068,5.1221,5.2868,4.8576
4.7631,4.9181,5.1143,5.0106
4.3229,3.9256,4.975,5.4726
4.6079,5.0782,5.4768,5.3514
4.6462,4.0464,4.6327,3.9133
5.1575,5.0321,4.9661,5.4088
4.5876,5.9032,5.795,4.558
5.3497,4.5945,5.5739,4.9168
5.1419,4.7935,5.7455,5.1159
5.0348,5.7956,4.2574,4.8459
4.8956,4.9525,4.922,4.9472
4.6274,5.3134,4.6055,4.5747
4.3983,5.0213,4.6874,4.4813
4.9258,5.4417,5.1692,5.2875
4.5514,5.8804,5.1718,5.0915
5.2623,5.1777,4.5732,5.2266
5.4856,5.2718,5.4797,3.999
4.8964,4.5262,4.9079,4.4236
4.3204,5.8809,4.5037,5.8788
4.5792,4.2111,5.251,5.2399
4.4961,4.4961,4.981,4.4258
4.2887,4.9038,4.3833,4.4953
4.6993,5.5115,5.7039,4.8577
4.5504,4.9882,4.6676,4.0535
4.7798,4.1804,4.5843,5.6401
5.424,5.6513,5.5595,4.6273
4.8897,5.3344,4.5397,5.224
5.407,4.8791,4.2751,5.0967
4.885,5.8248,5.6208,4.6853
5.9503,5.1964,4.9488,4.7804
5.247,5.384,5.0966,4.782
4.775,5.4497,4.4372,5.3693
5.0379,4.3322,5.1842,4.6069
5.3966,5.2233,5.4901,5.1096
4.9425,4.9699,5.0379,5.0884
5.7963,5.042,5.1847,4.6099
5.2981,4.8627,5.2283,5.1546
4.9475,4.8508,5.9563,5.5695
4.8538,5.06,5.1642,5.8604
4.7146,4.5661,6.1455,4.3036
4.6609,4.6747,5.3014,5.8163
5.0134,5.3642,5.0155,5.5493
4.8832,5.0862,4.273,5.5079
6.2042,4.8125,5.1645,4.7732
4.8138,5.2232,4.5589,5.1173
4.7214,4.6895,5.1268,5.2616
4.7315,4.7067,4.3959,5.2945
5.438,4.5096,5.0689,4.4266
5.0509,5.6409,4.7864,4.3847
5.3221,5.0098,4.4349,4.5343
4.6833,5.5314,5.0934,5.2178
4.9103,5.5918,4.6883,5.6494
4.1945,4.1821,4.8976,3.8274
4.5351,4.6148,5.1638,5.8688
5.3816,3.9532,5.271,4.8074
5.8527,4.9864,5.6662,5.2192
5.4769,4.9583,4.7054,4.8055
4.7479,5.1321,3.7613,5.2809
5.7077,6.152,6.0105,4.9201
4.5187,5.0658,6.1265,4.3439
4.9609,4.8807,4.8493,5.4422
5.4105,5.0651,4.9036,5.1592
5.1133,5.0335,4.3873,4.4786
5.3584,4.4091,5.2488,4.9311
5.6664,5.4368,4.9505,5.5867
4.9472,4.997,5.0141,4.9945
5.8564,5.7454,4.856,4.5363
4.8906,5.2173,4.2878,5.0659
5.5274,4.1628,4.852,5.1216
5.1077,5.1056,5.4523,5.4796
5.6137,5.7591,4.7954,4.2054
5.7412,5.0552,4.8358,5.0966
5.374,5.0572,5.0045,5.2685
6.2874,5.177,5.6013,4.8847
6.3394,5.3612,5.37,4.46
5.0864,5.5055,5.1828,5.406
5.2945,5.7865,5.4501,4.8727
4.1063,4.9599,5.7481,5.311
4.791,5.0409,4.9749,5.0321
5.4124,4.6702,4.1128,5.9585
4.7541,4.4833,4.787,4.6954
5.2466,4.2289,4.4177,5.2512
4.742,4.6278,5.6153,4.964
5.0375,4.6096,4.575,5.4171
4.2127,4.5561,5.0345,5.7955
4.4667,3.8252,4.7831,4.6851
5.4902,3.7697,4.196,4.7393
6.0389,4.5319,4.6873,3.588
5.3278,4.33,5.1498,4.7982
4.2817,5.1146,4.6828,5.2006
5.2421,5.2527,4.0289,5.2669
3.3223,4.8665,5.0926,5.646
6.3353,5.2561,4.732,5.1321
5.7615,3.6819,5.9493,5.3771
4.9809,4.7589,5.5233,5.112
4.7166,4.7886,4.1959,4.792
4.575,5.2854,5.7441,5.1774
4.2181,4.2839,4.9369,4.6838
4.7692,5.3234,5.1191,4.2473
5.2376,5.9188,4.8049,5.4941
4.8939,4.7026,5.6092,5.2639
4.7801,4.7252,5.2802,5.4278
4.9702,5.6767,4.7421,5.2695
5.258,5.2668,5.4448,4.4638
5.2362,5.5441,4.4956,5.5035
5.0923,5.3312,5.3058,4.5941
4.8424,4.2339,5.5492,5.4916
5.3474,4.5265,5.2581,4.8651
5.4943,4.918,4.0441,4.1853
4.7631,5.3168,5.0196,4.7936
5.5325,5.4374,4.4953,4.972
5.0455,4.5382,5.9385,4.7501
5.1696,4.3038,5.0828,4.5495
5.3385,4.4911,6.144,5.5307
5.2689,4.9022,4.6199,4.8157
5.2269,5.1948,4.9559,4.1892
4.4038,5.1946,4.5878,4.96
5.2937,4.8115,5.3178,5.294
4.9172,5.1487,4.5328,5.4634
3.6192,6.228,4.6983,5.394
5.0215,5.2047,5.3327,5.488
5.1454,4.7055,4.4612,5.2959
4.8524,4.8898,5.8977,5.1926
5.4521,5.621,3.9162,5.43
4.6045,5.0136,5.6045,5.0326
5.7126,4.2535,4.0409,3.9647
5.1206,6.5827,5.1641,3.8804
4.8501,5.148,4.886,4.9685
5.2245,4.2371,4.3325,4.8206
4.6524,5.0445,4.5172,4.7283
5.1563,4.3899,4.8889,4.9637
4.9484,5.7701,4.6371,5.4403
5.1823,4.8964,4.5102,4.65
4.5435,5.9402,5.4874,5.7307
4.9683,4.8332,4.6867,4.9959
4.9741,4.6968,5.0609,4.7793
5.8831,4.4729,5.8616,4.9341
5.1928,4.7098,4.91,5.1205
4.9037,5.3871,4.6136,4.7315
5.8859,5.1083,5.2737,5.4253
5.4244,4.812,5.2082,4.7466
4.3073,6.0688,4.7984,5.1927
5.1461,4.6072,5.1716,5.105
4.2676,5.3599,4.4004,3.9098
5.0583,5.1153,5.1911,5.1111
4.5555,5.4512,5.1441,5.4358
4.855,5.6717,4.8336,5.5149
4.4325,6.2427,4.6212,4.9735
4.6518,5.2302,4.5624,4.2109
4.5492,5.5002,5.3181,5.6286
5.5285,4.789,4.4718,4.9671
5.5833,4.9954,6.255,4.6905
4.9321,5.2635,4.9227,4.3254
5.5908,4.9139,5.698,5.5636
4.8018,6.0391,5.0522,3.9445
5.5126,5.6382,5.0001,4.8577
4.0893,4.0489,4.5992,5.6189
4.5279,5.2458,4.948,4.9478
5.7517,5.1565,5.9733,3.8744
5.305,5.0334,4.366,5.3053
5.4961,5.4072,4.2778,4.8751
4.2426,5.3719,4.7982,4.5203
