-0.088,0.648
-0.83,-0.352
-0.975,-0.23
-0.901,-0.928
-0.484,1.083
-1.069,-1.014
1.049,-0.479
0.932,1.168
0.205,-0.55
0.104,-0.309
0.083,-1.303
0.14,0.834
0.013,-0.427
-0.937,-0.389
-0.824,-0.927
0.677,0.704
-0.254,1.307
0.207,1.202
-0.717,0.231
-0.538,0.403
-0.296,-0.453
0.478,-0.474
1.185,0.794
-0.147,-1.541
0.43,1.267
-0.639,0.085
1.217,0.629
0.355,-0.506
-0.291,-0.58
0.157,-0.581
0.481,-0.574
-0.548,0.359
0.801,1.072
0.532,-0.202
-0.405,-0.5
0.738,-0.191
-0.973,-0.443
0.824,1.046
0.813,0.192
-0.205,-0.759
0.204,-0.19
-0.684,-0.931
-0.345,-1.012
-0.02,0.279
-0.557,-0.754
-0.224,-1.094
1.282,-0.013
0.373,0.859
-1.034,-0.343
0.063,-0.893
-0.77,-0.489
-0.487,-0.5
0.897,0.534
-1.167,-0.161
-1.26,-0.658
0.446,0.233
-0.332,-0.103
0.405,0.639
1.126,0.823
-0.149,-0.082
-0.207,1.285
-0.069,0.394
0.995,0.227
0.865,-0.374
0.493,0.569
0.621,0.648
-0.319,0.063
0.234,0.786
-0.116,0.069
-0.202,-0.009
-0.07,-0.397
0.355,-1.002
-0.837,0.09
0.006,1.133
0.494,-1.076
-0.559,0.981
0.179,-0.303
0.316,1.277
-1.083,-0.305
-0.131,0.852
-0.728,0.289
-1.358,-0.965
0.875,-0.422
-0.023,-0.546
-0.552,-1.069
-1.167,-0.367
0.756,0.661
-0.423,-0.255
-0.112,-0.152
-0.345,-1.012
-0.457,-0.874
0.242,-1.044
-0.124,-0.946
-0.453,-0.823
-0.65,0.439
0.032,-1.15
1.13,-0.025
-0.986,-0.782
-0.172,0.735
-0.344,-0.281
1.164,-0.395
-1.263,0.153
0.293,-0.382
0.754,0.773
-0.165,-0.215
0.256,-0.74
0.543,-0.021
0.433,0.16
-0.397,0.983
0.405,-0.234
0.149,0.677
-1.169,-0.266
-1.087,0.165
0.772,0.592
0.238,-1.146
0.409,0.102
0.29,-1.251
-1.017,-0.108
0.384,-0.929
0.269,-0.155
-0.759,-0.975
0.468,-0.621
-1.313,-0.337
-0.385,0.836
0.841,0.811
-0.275,0.91
-0.004,1.22
0.202,-0.22
-0.085,-0.989
-0.399,0.445
0.143,1.114
-0.919,-0.404
-0.805,-0.748
0.825,0.11
0.485,0.428
-0.337,-1.389
-0.295,0.512
-0.209,0.946
0.434,-0.776
0.367,-0.616
0.318,0.748
-0.324,-1.173
-0.329,0.169
-0.998,-0.118
-0.672,0.783
0.353,0.915
0.076,-0.369
0.571,0.219
0.879,0.544
0.098,-0.134
-0.926,-0.601
-0.498,1.008
0.352,1.059
1.051,0.049
-1.549,-0.082
1.166,0.33
0.179,0.204
1.117,0.655
-0.901,0.014
-0.273,1.014
0.003,0.43
0.13,0.633
-0.656,-0.057
-0.486,-0.88
-0.417,0.521
-0.226,-0.654
0.205,0.624
0.072,-0.431
0.165,-0.093
1.125,-0.124
-0.331,-0.187
0.622,0.923
0.823,-0.046
-0.388,0.352
0.925,1.214
-0.673,0.065
